tournamentId,matchNum,teamId,playerName,DBNOs,assists,damageDealt,kills,longestKill,revives,timeSurvived
1,5,5,Kiyot7ka,5,1,343.26257,2,66.130394,2,1658
1,5,17,LOPRIK,2,1,419.22906,2,107.47919,2,1552
1,5,15,LaNIPUBG,2,0,462.82526,2,15.731128,0,1642
1,5,8,mr-Bot2010,0,0,60.236214,0,0.0,0,1251
1,5,8,ShugarDaddy554,1,0,119.4897,2,12.6345825,0,1074
1,5,4,Ththth1020,0,0,14.628522,0,0.0,0,1203
1,5,13,Salvador007,1,1,177.12239,1,25.832853,0,1321
1,5,17,naleitechai,1,1,144.49829,1,106.023605,0,1464
1,5,12,SsSoyer,0,0,0.0,0,0.0,0,131
1,5,9,bakashiniji,0,0,86.59624,0,0.0,0,1098
1,5,7,QeJimp,2,1,336.42398,1,4.308752,0,1041
1,5,6,TWITCH-MAYBECH_,1,2,199.4585,2,152.27838,1,964
1,6,1,Ps1h_,1,0,116.176384,1,12.511475,0,1150
1,6,13,LawrenceCraft,0,0,0.0,0,0.0,0,1140
1,6,13,Salvador007,0,0,25.972307,0,0.0,0,1146
1,6,15,LaNIPUBG,0,0,71.91121,0,0.0,0,1127
1,6,1,Teaplease_,0,0,0.0,0,0.0,0,1150
1,6,1,MovingAVG,0,0,0.0,0,0.0,0,829
1,6,7,kingilyaa,2,1,564.75946,5,123.010895,0,1493
1,6,13,Zizokko,1,0,100.0,0,0.0,0,988
1,6,15,SadnesSxWeaknesS,2,0,71.81004,0,0.0,0,1105
1,6,19,kotee228,4,3,755.00726,8,268.01138,1,1595
1,6,6,Temka_001,0,0,0.0,0,0.0,0,199
1,6,2,TesSsarion,2,0,107.75001,2,35.810257,1,1156
1,6,15,poloz0k,2,0,311.52945,1,9.644362,1,1166
1,6,14,NE_SOLI,0,0,0.0,0,0.0,0,230
1,6,8,ShugarDaddy554,1,0,78.62178,1,1.409073,0,1011
1,6,5,Kiyot7ka,1,0,158.55704,1,12.840663,0,455
1,6,7,QeJimp,1,3,265.59695,0,0.0,1,1410
1,6,14,KeyLanaBanana,0,1,0.0,0,0.0,0,309
1,6,14,50max,1,0,100.0,0,0.0,0,164
1,6,5,ArtLaw,0,0,39.619568,0,0.0,0,506
1,6,12,TBJpro,3,1,401.26926,1,6.016275,0,1405
1,6,4,rdFelixArgyle,1,0,94.35,1,3.1839309,0,144
1,6,12,Satamet,0,0,0.0,0,0.0,0,444
1,6,16,Takumiha,0,0,0.0,0,0.0,0,1598
1,6,17,Platochek46,0,0,48.23443,0,0.0,0,794
1,6,8,Sharuse,0,0,126.86345,0,0.0,0,1010
1,6,10,ygort123,0,0,19.8,0,0.0,0,1216
1,6,17,ponyash,3,0,168.99,0,0.0,0,794
